plats	`laatside
võima	võib
siis	sis
ikka	`ikka
nuumama	nuumatti
jah	jahh
e	e
ja	ja
ikka	`ikka
minema	`mindi
mina	mia
ei	i
teadma	tiä
muu	muud
keegi	kedägi
vahel	vahõl
tuiskama	`tuiskas
vahel	vahõl
saama	sai
siis	sis
üks	ühe
päev	pääva
ka	ka
paik	paõgal
pere	peres
olema	`olla
ning	ning
kui	kui
jälle	`jälle
teine	teese
päev	pääva
hea	iä
ilm	jõlm
olema	oli
saama	sai
ootama	`uõtta
jälle	`jälle
seni	sõni
Tori	Toris
Vändra	`Vändras
ja	ja
seal	siäl
kaugem	`kaugõmal
Tori	Toris
ning	ning
Vändra	`Vändras
kaua	kauwa
see	sie
maa	maa
reis	reis
minema	läks
vahel	vahõl
minema	läks
nädal	nädäli
vahel	vahõl
saama	sai
alla	`alla
nädal	nädäli
vahel	vahõl
minema	läks
nädal	nädäl
ära	ää
need	neid
müüma	`müüdi
nui	nuijaga
vili	vil'ja
vastu	`vasta
saama	sai
mis	miss
raha	raha
pärast	päräst
see	selle
andma	`an'tti
nui	nuijaga
vili	vil'ja
vastu	`vasta
siis	siis
vahetama	vahettatti
vili	vil'ja
vastu	`vasta
kaks	kaks
täis	täüt
vili	`vil'ja
ning	ning
täis	täüs
räim	`räimi
ning	ning
kolm	kolm
täis	täüt
vili	`vil'ja
ning	ning
kuidas	kudas
keegi	kellegil
ajama	`aada
mõistma	mõesta
küll	küll
jah	jaahh
ja	ja
teine	teisest
jälle	`jälle
siis	siis
hakkama	akkab
juba	juba
ise	ise
nöör	`nüöri
kaudu	kaodu
minema	minemä
nöör	nüör
ajama	`aettasse
ka	koa
sealt	siält
alla	`alla
ja	ja
nöör	`nüöriga
tõmbama	`tõmbad
ja	ja
siis	siis
tulema	tulõvad
juba	juba
edekohe	edegohe
rohkem	`rohkem
mutt	`mut'ta
ja	ja
siis	siis
hakkama	`akkad
jälle	`jälle
tarima	tarid
ee	e
välja	`vällä
ja	ja
võtma	võttad
kala	kalad
seest	siist
ära	äe
ja	ja
vedama	väad
jälle	`jälle
uuesti	uijest
alla	`alla
ikka	`ikka
nii+kaua	naa+gauwa
kui	kui
kala	kala
olema	ond
siis	siis
ajama	`aettase
jälle	`jälle
teine	teise
koht	koha
peale	päle
kui	kui
kus	kus
teine	`teisel
kala	kala
olema	onn
ikka	`ikka
enamasti	enämäst
iga	igä
päev	päe
siis	siis
saama	suad
rohkem	`rohkem
kala	kala
aga	aga
kui	kui
aeg	`aega
rohkem	`rohkõm
viitma	viidad
ei	ei
tahtma	taha
naa	naa
käima	`käüwä
siis	siis
saama	saad
vähem	vähämä
aga	a
kui	kui
sina	sa
ikka	`ikka
paigutama	paeguttad
ja	ja
nõudma	nõvad
ikka	`ikka
saama	saab
rohkem	`rohkõm
ära	äe
puhastama	puhastud
ikka	`ikka
ahven	ahvenast
ja	ja
koha	koha
ja	ja
ja	ja
havi	avid
olema	olid
nüüd	nüid
mitu	mittu
aasta	`aastad
kaduma	kadun
aga	aga
enne	ennem
olema	oli
haug	`augi
küll	küll
ka	ka
kui	kui
mina	mia
püüdma	`püütsi
mina	mia
olema	pole
nüüd	nüid
mitu	mittu
aasta	`aastad
enam	enäm
käima	käün
aga	a
meie	me
vana	vanaga
käima	käösime
ikka	`ikka
enne	ennemä
seltsis	`sel'tsis
kahekesi	kahõksi
saama	sai
püüdma	`püittud
no	no
vana	vana
sõud	söu
peal	päl
olema	oli
aga	a
mina	mia
ikka	`ikka
tarima	tarisi
mutt	`mut'ta
ja	ja
võtma	`võtsi
kala	kalu
välja	`vällä
ja	ja
olema	oli
nagu	naagu
kerge	`kergem
ikka	`ikka
hommiku	oomikku
ikka	`ikka
vara	vara
enne	enne
enne	ennem
toimetamine	toemõndamist
saama	sai
vahel	vahel
ära	äe
käima	`käidud
ja	ja
siis	siis
saama	sai
lehm	`lehmä
toimetama	toemõndama
pärast	päräst
sinna	sinnä
räime+püüd	räeme+`büidu
minema	minnässe
kolm	kolm
neli	neli
aga	aga
ee	ee
meie	meije
mutt	`mut'tega
ei	ei
minema	läin
ikka	`ikka
viis	viijest
kuus	kuijest
ja	ja
siis	siis
jälle	`jälle
seitse	`seitsmest
ning	ning
ega	egä
kaks	kaks
kolm	kolm
tund	`tun'di
olema	oled
siis	siis
ju	ju
võtma	`võettud
ka	koa
üles	üles
kui	kui
vähem	vähäm
mutt	`mut'ta
olema	on
ning	ning
vahel	vahel
kui	kui
kala	kala
olema	oli
siis	siis
saama	sai
rohkem	`rohkem
ajama	aada
ning	ning
see	see
kala	kala
püük	püük
siuke	`sõukke
mitme+sugune	mitme+sugune
jah	jahh
siin	sii
Sorgo	Sorgo
pool	pool
ning	ning
siin	sii
ja	ja
Seli	Seli
pool	pool
ning	ning
ei	ei
väga	vägä
kaugel	`kaugõl
ühti	`ühti
ikka	`ikka
ligidal	ligemal
ning	ning
siin	sii
Liu	Liu
pool	pool
saama	sai
ka	koa
käima	`käidud
Sorgo	Sorgo
meri	merel
jah	jaahh
kui	kui
trehvama	`trehvab
siis	siis
saama	sai
kala	kala
küll	küll
ja	ja
angerjas	angerja
mutt	`mut'ta
püüdma	`püitsime
enne	ennemä
mutt	`mut'tõga
angerjas	angerju
ja	ja
angerjas	angerju
saama	sai
prii+pärast	prii+pärast
nüüd	nüid
ei	ei
olema	olõ
see	see
kala	kala
kaduma	kadun
nii	nii
vähe	vähä
saama	soab
veel	veel
aga	aga
siis	siis
kui	kui
meie	mee
püüdma	`püitsime
siis	siis
saama	sai
küll	küll
angerjas	angerju
alles	allõs
jah	jaahh
põhi	põhja
õng	õngõga
ka	kua
siit	siit
Lie	Liee
pealt	päält
käima	käisime
sööt	`süötti
tooma	`tuomas
ning	ning
siis	siis
minema	`läksime
siit	siit
ning	ning
uss	`us'sega
saama	sai
ka	kaa
teine+kord	teine+gord
korjama	`kor'jasime
põld	põllust
uss	`us'sa
meie	meil
siin	sii
Lie	Liee
pealt	päält
jah	jahh
Kihnu	Kihnu
vahelt	vahelt
siit	siit
niglas	niglas
niglas	niglasi
sööt	`süöttä
ja	ja
see	nied
panema	`pan'di
siis	siis
õng	`õngõttõlõ
otsa	`otsa
ja	ja
see	nendega
saama	soab
kala	kala
praegu	`praegu
saama	soavad
ju	ju
ka	koa
see	nendega
kala	kala
Lie	Liee
peal	peäl
siuke	`sõukke
madal	madal
koht	koht
siin	sii
Kihnu	Kihnu
ja	ja
Manija	Manõja
vahel	vahel
siuke	`sõukke
madal	madal
koht	koht
ja	ja
sealt	siält
käima	käijässe
siis	siis
noot	noodaga
tõmbama	`tõmbamas
mõrd	mõrraga
siuke	`sõuksed
väike	`väiksed
jah	jaahh
niglas	niglad
niglas	niglad
siuke	`sõuksed
pisike	`pissõd
ee	ee
pikk	pikkäd
jah	jaahh
nagu	nagu
uss	us'sid
olema+ki	`ongi
mina	mia
teadma	tiä
ka	kaa
ütlema	`öölda
mitte	mtte
vaatama	vada
teie	te
olema	pole
nägema	näin
õqqõ	õqqõ
mina	mina
olema	olen
jah	jaahh
jah	jahh
nemad	nämäd
nägema	nägäd
siin	sii
ikka	`ikka
ee	e
ju	ju
Tiit	Tiit
käima	käüb
ka	kaa
meri	mere
peal	päl
ikka	ikka
poiss	poestega
ning	ning
jah	jahh
ikka	`ikka
mõrd	`mõrdu
nõudma	`nõudmas
käima	käüb
isa	isägä
ja	ja
ka	kua
ning	ning
ratas	`rattaga
minema	lähäb
rand	`randa
ning	ning
ratas	`rattaga
minema	lähäb
rand	`randa
ning	ning
hoidma	oeab
mõrd	`mõrda
kinni	`kin'di
kui	kui
isa	isä
nõudma	nõvab
no	no
rääkima	riägi
nüüd	nd
kala	kala
võtma	võttab
välja	`väl'lä
seest	siist
topp	toppi
üles	üles
jah	jahh
topp	toppi
paat	`paatti
ning	ning
Merle	Merle
hoidma	oeab
siis	siis
kinni	`kin'di
vai	vaijast
ning	ning
siis	siis
isa	isal
jälle	`jälle
hea	param
võtma	`võtta
jah	jaahh
jah	jaahh
siuke	`seukke
kalur	kaluri
elu	elu
ju	ju
olema	ond
jah	jaahh
õqqõ	õqqõ
võtma	`võettakse
välja	`väl'ja
siis	siis
käsi	`käega
jah	jaahh
siuke	seukke
kast	kas't
paat	`poatti
tegema	`tehtud
sinna	`sinna
sisse	`sisse
siis	siis
laduma	`laottasse
kast	kas'tisse
angerjas	`angõrjad
ning	ning
elus	elus
jah	jaahh
jah	jaahh
siis	siis
panema	pannasse
mõrts	`mõrtsi
ning	ning
mõrts	mõrtsiga
viima	viijässe
sump	`sumppa
sump	`sumppas
elama	eläväd
siis	siis
kaua	kauwa
siis	siis
kui	kui
korjama	korjattassõ
naa+palju	naa+baelu
et	et
viima	`viijä
sinna	`sinna
naa	naa
vähe	vähä
ju	ju
nüüd	nüd
see	neid
kala	kalu
naa	naa
vähe	vähä
enne	`enne
olema	oli
rohkem	`rohkõm
et	et
ee	e
pidama	piäb
korjama	`korjama
kaua	kauwa
kui	kui
saama	soab
viima	`viijä
naa	naa
vähe	vähä
veel	veel
riik	riigile
viima	`viijä
kaduma	kaob
ära	äe
jah	jahh
olema	ond
jah	jahh
mhmh	mhmhh
tema	temä
minema	lähäb
mõrd	mõrrast
ise	ise
vaatama	`voattab
sisse	`sisse
siis	siis
minema	lähäb
kast	kas'tisse
noh	nohh
teie	te
teadma	tiä
keegi	kedägi
teie	te
olema	pole
kalur	kalureid
mitte	mtte
nägema	näind
jah	jaahh
jah	jaahh
olema	ond
jah	jaahh
Merle	Merle
kartma	kardab
jah	jaahh
ah	ahh
mutt	`mut'ti
või	või
ikka	`ikka
ikka	`ikka
ikka	`ikka
rivi	rivise
raiuma	raijuttasse
auk	aogud
ikka	`ikka
rivi	rivise
minema	lähäb
suur	suur
pikk	pikk
jada	jada
jada	jada
ütlema	`ööttasse
mutt	mut'ti
jada	jada
mina	mia
ei	ei
teadma	teä
no	no
mees	mestel
ju	ju
see	nie
mõõtma	mõedõttud
ka	koa
palju	pailu
pikk	pikkad
vahe	vahed
olema	ond
aga	aga
olema	pole
ju	ju
meel	`mieles
enam	enäm
mina	miul
ühti	`ühti
ikka	`ikka
mõõtma	mõedõttassõ
see	see
vahe	vahe
ära	äe
mutt	mut'ti
pikkus	`pikkus
noh	nohh
naa	naa
pikk	pikk
kui	kui
mutt	mut't
olema	ond
naa	naa
nii	nii
pikk	pikk
see	see
vahe	vahe
olema	on
ka	kaa
jah	jaahh
sedasi	sedäsi
mitte	`mitte
ei	ei
teadma	tiä
vana	vana
teadma	tiäks
küll	küll
aga	aga
vana	vana
mitte	mtte
tahtma	taha
enam	enäm
keegi	kedägi
rääkima	`riäkkida
vana	vana
naa	naa
vilets	vilets
ei	ei
tahtma	taha
naa	naa
vilets	vilets
ikka	ikka
ja	ja
jah	jaahh
jah	jaahh
see	see
kõver	kõvõra
konks	konks
ka	koa
siuke	`sõuksed
tegema	`tehtud
jah	jaahh
ning	ning
hoidmine	`oidmise
ots	`otsas
see	se
kõver	kõvõr
konks	konks
jah	jahh
kuidas	kuidas
paremini	parõmini
olema	ond
see	see
asi	asi
tegema	tehässe
ikka	ikka
iga+üks	egä+üks
ise	ise
mood	`muodi
jah	jahh
ning	ning
siis	siis
juba	juba
pael	pael
minema	lähäb
sealt	sält
teine	teised
juba	juba
minema	`lähtvad
pael	paelaga
siis	siis
olema	polõ
oide	oedõt
enam	enäm
iga	iga
mutt	mut'til
ajama	aeda
siis	siis
olema	oo
pael	pael
oide	oedõ
viima	viib
pael	paela
alla	`alla
ja	ja
siis	siis
pael	pael
ää	ä
kiskuma	kisub
mutt	mut'tid
edekohe	edegohe
sedasi	`seäsi
tarima	tarittasse
pael	`paela
jah	jaahh
ei	ei
pidama	peaks
talve	`talvõ
tulema	tulõma
siis	siis
nägema	`näette
aga	a
suvi	sui
olema	polõ
keegi	kedägi
laskma	lased
see	seda
samuti	sammutti
paat	paadi
serv	servä
pealt	pält
sisse	`sisse
ja	ja
tarima	tarid
üles	üles
jälle	`jälle
ja	ja
aga	aga
ots	otsad
pidama	piäväd
ikka	`ikka
kinni	`kinni
siduma	`seottud
olema	olõma
lahti	`lahti
ei	ei
võima	või
jätma	`jättä
ikka	`ikka
ee	ee
ikka	`ikka
kivi	kivi
kivi	kivi
otsas	`otsas
ning	ning
siis	siis
lobi	lobi
otsa	`otsa
siis	siis
see	see
lobi	lobi
hoidma	oeab
vesi	vee
peal	piäl
naa	naa
pikk	pikk
pael	pael
panema	pannasse
kui	kui
põhi	põhõ
olema	ond
ning	ning
siis	siis
see	see
lobi	lobi
peal	piäl
ning	ning
sealt	siält
lobi	lobi
pealt	piält
hakkama	akkattassõ
siis	siis
nõudma	`nõudma
mutt	`mut'ta
see	see
olema	on
märk	määr'k
mutt	`mut'ti
märk	määr'k
lobi	lobi
lobi	lobi
meie	me
kutsuma	kutsumõ
siuke	`sõukke
lipp	ljipp
küljes	`külges
ning	ning
siuke	`sõukke
varb	varb
ning	ning
siis	siis
see	see
kivi	kivi
all	all
viima	viib
põhi	`põhja
aga	aga
see	see
lipp	ljipp
pidama	peab
naa	naa
pikk	pikk
pael	pael
pidama	peab
seal	seal
vahel	vahel
olema	olõma
et	et
lipp	ljipp
üles	üles
jääma	jäeb
et	et
nägema	näeb
jah	jaahh
kus	kus
jada	jada
olema	ond
pidama	piäb
eemal	`iemäl
ära	äe
nägema	nägemä
jah	jaahh
ikka	`ikka
hommiku	ommikku
minema	minnässe
vara	vara
ikka	ikka
viis	viijest
ning	ning
neli	nel'jäst
ning	ning
viis	viijest
ning	ning
kuidas	kudas
iga+üks	egä+üks
vahel	vahel
natuke	nattukke
hilinema	ilineb
ja	ja
vahel	vahel
naa	naa
täpselt	`täpselt
olema	põlõ
mh	mhh
nüüd	nüid
olema	oo
juba	juba
kala	kalad
väljas	välläs
meie	meil
juba	juba
minema	läksid
linn	`linna
viima	`viimä
ammu	ammu
juba	juba
kell	kellä
üheksa	üheksäst
kümme	`kümnest
või	või
minema	läksid
et	et
täna	tänä
olema	on
vähe	vähä
kala	kala
täna	tänä
ei	ei
olema	olõ
olema	oln
miski	midägi
aga	aga
noh	nohh
minema	`lähtväd
ju	ju
mäda	mädäks
pidama	pidäda
ära	äe
viima	`viimä
Pärnu	`Pärnü
jah	jahh
Pärnu	`Pärnü
see	need
üles+ostja	üles+`ostaead
või	või
see	need
võtma	`võtvad
ikka	`ikka
siin	sii
meri	meres
siin	sii
sama	samas
Pärnu	`Pärnü
laht	lahes
siin	sii
Sorgo	Sorgo
meri	meres
nüüd	nüid
käima	käüsid
siin+pool	sii+bool
külg	`külges
Sorgo	Sorgo
pool	pool
külg	`külges
teine+kord	teine+gord
käima	käüwässe
siin+pool	sii+bool
külg	`külges
ka	koa
Sangõ	Sangõ
pool	puol
kui	kui
naa	naa
väga	vägä
torm	torm
siis	siis
ei	ei
minema	`minda
aga	aga
ikka	`ikka
kaunis	`kauni
torm	tormaga
ikka	`ikka
käima	käüb
ära	äe
ja	ja
kui	kui
harjuma	`arjunud
siis	siis
ju	ju
ei	ei
kartma	karda
enam	änam
naa	naa
küll	küll
torm	tormiga
küll	küll
olema	`oldud
ka	kua
meri	meres
ei	ei
olema	olõ
jah	jahh
siin	sii
ligemal	ligemäl
ning	ning
tühi	tühi
paat	paat
olema	on
ning	ning
naa	naa
täis	täüs
olema	põlõ
siis	siis
põhi	`põhja
minema	lähä
mitte	mtte
jah	jaahh
üle	üle
nina	nina
tulema	tulõb
aga	aga
see	selle
lööma	lüöb
laiali	laijalõ
ning	ning
ei	ei
olema	olõ
kes	kedäd
suvi	sui
vesi	vesi
soe	soe
kui	kui
natuke	nattukke
leotama	`leottab
kuivama	kuevab
ära	äe
jälle	jälle
ja	ja
eqqe	eqqe
jah	jaahh
ei	ei
olema	olõ
vist	vist
see	seda
suur	suurt
kool	`kuoli
mitte	mttõ
üks	üks
siin	sii
tegema	tein
ikka	`ikka
kõik	kõik
see	need
vääris+kaka	vääris+kala
mina	miu
mäletus	mälettüsõss
küll	küll
üks+ki	`ühtki
siit	siit
olema	põlõ
aga	a
kihnlane	`kihnlasi
küll	küll
käima	käüwän
ei	ei
teadma	tea
naa	naa
pikk	pitk
aeg	aeg
veel	viel
teadma+ki	`tiägi
rääkima	riägi
nüüd	nd
ka	kua
kas	kas
sina	sa
tahtma	tahad
minema	`minna
edekohe	edegohe
või	või
kodu	koo
jääma	`jääda
loom	`luomu
toimetama	toemendama
mitu	mittu
aasta	`aastad
veel	veel
käima	`käüwä
siin	sii
alg+kool	alk+kuolis
edasi	edäsi
minema	läheb
õppima	`õppima
kokandus	kokkandusse
Pärnu	`Pärnü
eh	ehh
jah	jaahh
Pärnu	`Pärnü
pidama	piäb
jääma	`jäema
siin	sii
ju	ju
kõik	kõik
kõik	`kõikkõl
kes	kes
see	need
vana	vanamad
inimene	inimesed
laps	lapsõd
kõik	`kõikkõl
Pärnu	`Pärnüs
töö	tüe
koht	`kohte
peal	päl
korra	korra
ju	ju
minema	läksid
kõik	kõik
ära	äe
nüüd	nüid
olema	ond
ee	e
jääma	jäeväd
mõni	mõnõd
kodu	koju
rohkem	`rohkõm
aga	aga
korra	korra
ju	ju
saama	suass
muidu	muedu
mitte	mtte
pidama	pidi
minema	minemä
kool	`kuoli
lõpetama	lõppõttama
see	nied
mina	mu
vana	vanama
poeg	poea
laps	lapsõd
kõik	kõik
kõik	kõik
olema	olid
Paikuse	`Paikkusõ
kool	kuol'is
olema	olid
kolm	kolm
tükk	`tükkü
seal	sääl
masina+kool	masina+guolis
või	või
seal	sääl
aa	aa
üks	üks
Audru	`Audrus
elama	eläb
nüüd	nüüd
oma	oma
pere	peregä
ning	ning
üks	üks
elama	eläb
Pärnu	`Pärnüs
oma	oma
pere	peregä
ning	ning
tütar	tüdär
elama	eläb
olema	oli
Sindi	Sindi
vabrik	vabrikkus
töö	tüös
see	see
minema	läks
Tahku+ranna	`Tahku+`randa
mees	mihele
see	see
elama	eläb
seal	seäl
kõik	kõik
oma+ette	oma+ede
juba	juba
üks	üks
poeg	poeg
sõja+vägi	sõa+väes
tema	tämäl
olema	oli
viis	viis
laps	last
ning	ning
see	selle
kodune	kodose
poeg	poeal
kaks	kaks
laps	last
ning	ning
üks	üks
praegu	`praegu
sõja+vägi	sõa+väes
ning	ning
üks	üks
nüüd	nüüd
lõpetama	lõppõttas
Pootsi	`Puotsi
kool	kuoli
see	see
vist	vist
minema+ki	lähegi
enam	enäm
edekohe	edegohe
kool	`kuoli
lubama	lubas
kalur	kaluriks
jääma	`jäädä
hakkama	akkatta
kala	kalu
püüdma	`püüdmä
et	et
tema	temäl
pea	peä
olema	olõss
ka	kaa
naa	naa
hea	ia
mitte	mtte
aga	aga
aga	a
teine	teised
minema	läksid
edekohe	edegohõ
kõik	kõik
õppima	`õpsid
oma	oma
kool	kuolid
ära	äe
kõige	kõegõ
noor	noorõm
olema	ond
siis	siis
kodu	koo
jääja	`jäeea
viis	viis
viis	viis
jah	jahh
ei	ei
kolm	kolm
poiss	`poissi
kaks	kaks
tüdruk	tüdrukkut
Kadi	Kad'i
tüdruk	tüdruk
eqqe	eqqe
Pootsi	`Puotsi
tüdruk	tüdruk
siit	siit
olema+ki	põlõgi
rohkem	`rohkõm
mh	mhh
siit	siit
vähe	vähe
laps	`lapsi
mitu	mittu
olema	ond
kool	kuolis
viis	viis
või	või
Manija	Manõjast
kuus	kuus
ahah	ahahh
Tapu	Tappu
ka	koa
jah	jahh
kuus	kuus
jah	jahh
jah	jaahh
ei	ei
vahel	vahel
internaat	intternaadis
nädal	nädäl
internaat	intter`naat'tis
esmas+päev	esmas+päeval
minema	lähme
ja	ja
reede	`reedel
tulema	tuleme
kahekesi	kahekkesi
jah	jaahh
seal	sääl
suur	suurõmal
käima	käüwäd
enamasti	enämästi
kodu	kodo
ju	ju
seal	sääl
olema	polõ
Manija	Manõja
laps	lastõlõ
jah	jaahh
kallis	kal'lis
ikka	`ikka
vist	vist
kallis	kal'lis
ei	ei
saama	sua
meie	meil
ühti	üht
meie	meil
vanem	vanõmad
elama	eläväd
aga	aga
kool	kuolitta
saama	sua
ka	kua
mitte	mttõ
pidama	piäb
ikka	`ikka
koolitama	kuolittama
kuus	kuus
mitu	mittu
olema	ond
õpetaja	õppettaeat
hulka	`ulkka
ikka	`ikka
kuus	kuus
vist	vis't
ae	ae
kuus	kuus
vist	vis't
kuus	kuus
jah	jahh
siin	sii
olema	oli
üks	üks
jah	jahh
neli	neljä
klass	klas'si
peale	`peäle
olema	oli
üks	üks
õpetaja	õppõttaea
vähe	vähä
laps	`lapsi
olema	oli
siis	siis
õpetama	õppõttas
kõik	`kõikki
jah	jaahh
Inga	Inga
Vares	Vares
Inga	Inga
Vares	Vares
see	see
ikka	ikka
olema	oli
kõige	kõigõ
hea	param
õpetaja	õppõttaea
tema	tal
see	seda
see	see
ikka	`ikka
rääkima	riägib
see	seda
ikka	`ikka
see	see
minema	läks
ee	e
kus	kus
tema	ta
minema	läks
välis+maa	välis+`maale
vist	vist
välis+maa	välis+`maale
Soome	`Suomõ
minema	läind
Soome	`Soome
jah	jahh
lapse+hoidja	lapsõ+`oidaeaks
või	või
jah	jahh
Ülle	Ülle
vist	vist
rääkima	`riäkkis
ühe+korra	ühe+gorra
jah	jahh
olema	oli
laps	lastõga
hea	ia
ning	ning
mängima	`mängis
koos	koos
ning	ning
jah	jaahh
neli	neli
klass	`klas'si
olema	oli
siin	sii
nüüd	nüüd
pidama	piäb
jälle	jälle
üle	üle
meri	mere
käima	`käümä
olema	olõks
rohkem	`rohkõm
laps	`lapsi
olema	oln
muidugi	muidugi
siis	siis
olema	olõks
panema	`pandud
ka	koa
aga	aga
naa	naa
vähe	vähä
see	nee
noor	noorõd
inimene	inimesed
minema	läksid
siit	siit
elama	elämäst
ju	ju
Vene	Vene
aeg	`aegas
kõik	kõik
ära	äe
selle+pärast	selle+bärst
inimene	inimesi
olema	olõss
naa	naa
vähe	vähä
vana	vanad
üksi	üksi
aga	aga
muidu	muidu
ju	ju
ilus	jõlus
ning	ning
hea	eä
elama	elädä
küll	küll
siin	sii
ilus	ilusa
ilm	ilmaga
kui	kui
torm	torm
olema	ond
siis	siis
olema	ond
pahur	pahuram
aga	aga
muidu	muidu
ilus	ilusa
ilm	ilmaga
küll	küll
ilus	ilus
jah	jaahh
vesi	vesi
tõus	tõus
jah	jaahh
aga	aga
vähe	vähä
harva	`arva
siuke	`sõukkõst
ikka	`ikka
pärast	päräst
hea	iä
jälle	`jälle
ning	ning
siis	siis
ka	koa
kui	kui
jää	jääd
tegema	tieb
tegema	tegema
hakkama	`akkab
sügise	sügüse
siis	siis
ka	koa
üle	üle
ei	ei
saama	saa
pääsema	piäse
vahel	vahel
ikka	`ikka
nädal	nädäli
aeg	`aega
ja	ja
aga	a
meie	`meittel
andma	andakse
siis	siis
jahu	jahu
ja	ja
ise	ise
leib	levä
tegemine	tegemiseks
ja	ja
ikka	`ikka
siis	siis
saama	saan
sedasi	sedäsi
hoolitsema	oolitset
ka	kua
ei	ei
ei	ei
mitte	`mitte
keegi	kedägi
siis	siis
ei	ei
saama	sua
ei	ei
saama	sua
siis	siis
ühti	`ühti
olema	on
internaat	intter`naattis
olema	ond
siis	siis
jälle	`jälle
teis+külges	teis+`külges
üle	üle
siis	siis
ei	ei
saama	saa
pääsema	piäse
kodu	koeu
jälle	jälle
ja	ja
juba	juba
harjuma	`arjun
see	selle
elu	eluga
meie	meije
ei	ei
saama	sua
keegi	kedägi
enne	ennemä
ju	ju
saama	sai
nüüd	nüid
ikka	`ikka
ajama	`aetti
kraav	kraav
sisse	`sisse
aga	aga
siiski	`siiski
pidama	pidi
üsna	üsnä
kuiv	kuiv
olema	olõma
kui	kui
saama	sai
vesi	vesi
all	all
üsna	üsä
vähe	vähä
sealt	säält
käima	`käidud
ei	ei
olema	olõ
käima	`käidud
keegi	kedägi
mina	mio
mäletus	mälettuses
ühti	üht
ei	ei
ikka	ikka
ikka	`ikka
siit	siit
otse	otsõ
ikka	`ikka
Lao	Lao
alla	`alla
suur	suurõm
jagu	jagu
ikka	`ikka
aga	aga
sealt	säält
saama	suan
jah	jahh
üle	üle
kui	kui
häda+vaevalt	äda+vaevalt
mõni	mõnõd
ehk	ehk
olema	ond
käima	käin
aga	aga
üsna	üsä
vähe	vähe
küll	küll
sinna	sinna
Peerni	`Pierni
alla	`alla
või	või
sinna	`sinna
taha	taha
üks	`ühte
nina	ninassõ
kus	kus
see	see
madal	madalam
koht	koht
minema	lähäb
ikka	`ikka
siis	siis
sedasi	sedäsi
üle	üle
et	et
olema	ond
saama	suan
olema	polõ
praegu	`praegu
nisuke	nisukkest
ühti	`ühti
olema	oln
et	et
saama	saan
mitte	mttõ
ikka	`ikka
olema	ond
üle	üle
viima	`viidud
küll	küll
küll	küll
eh	ehh
ära	äe
müüma	`müüdüd
juba	juba
üks	üks
hulk	ulk
nüüd	nüd
käima	käüsid
naa+palju	naa+baelu
ostma	`osta
tahtma	`tahtmas
noor	nuorõd
üks	üks
hulk	hulk
ära	äe
müüma	`müüdüd
see	need
punane	punasamad
ning	ning
see	need
saama	sai
kõik	kõik
ära	äe
müüma	`müüwä
saama	sai
jälle	`jälle
elamine	elämise
raha	raha
pension	pinsile
juurde	`juurõ
sukk	`sukkõ
ning	ning
kõik	`kõikki
olema	olõ
müüma	müün
ning	ning
kinnas	`kindu
ja	ja
kõik	`kõikki
jah	jaahh
ikka	`ikka
muster	`mustrid
mina	miol
taga	taga
kuur	`kuuris
viitsima+ki	viisiski
tooma	`tuoma
minema	`minnä
sina	siul
olema	ond
siin	sii
mõni	mõni
või	või
tooma	tuo
minema	mine
tooma	tuo
mõni	mõni
ära	äe
viima	`viidud
kuur	kuuri
alla	`alla
ning	ning
suvi	suvõl
talve	`talvõ
siis	siis
jaa	jaa
küll	küll
ikka	`ikka
minema	mine
näitama	`näitta
ka	kua
see	neid
kus	kus
olema	ond
seelik	seelik
jah	jaahh
mina	mia
olema	olõ
ka	kua
enamasti	enämäst
ikka	`ikka
iga	igä
päev	päe
aga	aga
nüüd	nüid
suvi	sui
käima	käüsin
seal	sääl
ka	kua
ait	`aidas
ee	e
puperdama	pupperdamas
see	see
vana	vana
ning	ning
värvima	`värvisi
põrand	põrandad
siin	sii
ning	ning
aken	`akna
ee	ee
sealt	säält
oma	oma
tuba	tuast
vöö	öö
olema	ond
sedasi	sedäsi
ajama	`aettud
ei	ei
olema	põlõ
siia	`siija
värvel	`värgel
peale	`peale
ajama	`aettud
ning	ning
see	need
õmblus	`õmblusõd
ja	ja
see	see
naa	naa
vana	vana
see	see
vana	vana
värvima	värvittud
üks	üks
värvima	värvittud
Vilma	Vilma
ikka	`ikka
kuduma	kuob
rohkem	`rohkem
siin	sii
see	see
Aavik	Aavikku
Vilma	Vilma
tüdruk	tüdrikkud
teadma	`teadvad
juhatama	juhatta
küll	küll
Vilma	Vilma
kuduma	kudus
nemad	nendele
ikka	`ikka
rohkem	`rohkõm
ka	kua
müüma	müüwa
aga	aga
mina	mia
kuduma	kudusi
ka	kua
Vilma	Vilma
seas	sias
siin	sii
laps	lastõlõ
ning	ning
müüma	müüsi
Pindi	Pindi
laps	lastõlõ
ning	ning
aga	aga
mina	mia
olema	põlõ
nüüd	nüüd
kuduma	kudun
minev+aasta	minev+`aasta
ühti	`ühti
jalg	jalad
minema	läksid
naa	naa
haige	`aigõsõ
ning	ning
kramp	krambid
lööma	lüöväd
sisse	`sisse
ei	ei
saama	sua
enam	änam
kuduma	kujuttud
linane	linasõd
jah	jahh
või	või
või	või
pool	pooli
niit	niidid
või	või
kuidas	kuidas
iga+üks	iga+üks
arvama	`arvab
panema	`panna
ning	ning
siis	siis
villane	villane
sisse	`sisse
