kosjas	kosjas
üksikult	üksikkust
aga	aga
sammal	`samla
pind	pinna
peal	peal
sammal	`samla
pind	pinna
peal	peal
ee	ee
väga	väga
väike	`väiksed
leht	lehed
olema	onn
e	e
noh	nohh
no	no
siuke	siuksed
pisike	pissed
pool	poole
küüs	küüne
sugune	sugusd
või	või
siuke	siukst
pisike	pissed
leht	lehed
olema	onn
aga	aga
siis	sis
sinikas	sinikka
põõsas	`põõsad
olema	olid
ka	koa
nisuke	nisuksed
e	e
e	e
sinine	sinised
mari	marjad
kasvama	kasusid
otsas	`otsas
see	neid
kasvama	kasus
ka	koa
see	neid
kasvama	kasus
juba	juba
raba	raba
kallas	`kalda
poole	poole
enam	enam
kus	kuss
siuke	siukst
suur	suured
mätas	`mättad
olema	olid
ja	ja
nemad	naad
tahtma	`tahtsid
natuke	nattukke
nagu	nagu
kuivem	kuibemad
maa	maad
ja	ja
see	se
raba	raba
maa	maa
olema	oli
kõik	kõik
nii	nii
sügav	sügavaid
mätas	`mättuid
täis	täis
vaatama	vatta
loom	loomad
tallama	`tallasid
ära	ära
suur	suured
sügav	sügavad
mätta+vahe	`mätta+vahesid
olema	oli
laps	lapsed
olema	olime
saama	sai
ikka	`ikke
hüppama	üppatta
üks	ühe
mätas	`mätta
pealt	pealt
teine	teise
mätas	`mätta
peale	`peale
vahe	vahed
olema	olid
kõik	kõik
e	e
tühi	tühass
sõtkuma	sõtkuttud
e	e
ootama	otta
mina	ma
lugema	loen
teie	teittele
mina	mul
olema	o
siin	sii
üles	üless
kirjutama	kirjuttattud
see	need
hakkama	`akkavad
maa	maa
alt	alt
nagu	nagu
ütlema	üttelda
see	selle
e	e
see	see
laugas	laug
või	või
see	see
olema	oli
nisuke	nesukke
vesi	vee
e	e
solk	sol'k
hakkama	`akkavad
alt	alt
põhi	põhjast
tulema	tulema
ja	jaa
ikka	`ikke
üleval	ülemal
ikka	`ikke
üleval	ülemal
e	e
nii	nii
kaua	kauwas
kui	kui
vee+pind	vee+`binda
saama	saabad
siis	siis
see	se
vesi+lill	vesi+lill
lööma	lööb
oma	oma
nupp	nuppud
lahti	`lahti
ja	ja
ilus	elus
valge	`valge
õis	õis
olema	on
jah	jahh
pikk	pikkad
jah	jahh
maa	maa
alt	alt
see	selle
lomp	lombi
põhi	põhjast
hakkama	`akkavad
tulema	tulema
lomp	lombi
põhi	`põhjas
olema	onn
nemad	nende
e	e
nemad	nende
kodu+maa	kodu+maa
või	või
sünni+maa	sün'ni+maa
ei	ei
noh	nohh
siin	sii
olema	onn
see	see
olema	onn
üks	üks
siin	sii
siin	sii
pohl	poolakkaid
ei	eij
olema	olnd
väga	väga
harva	`arva
ehk	ehk
mõni	mõnes
koht	`kohtas
olema	oli
aga	aga
siin	sii
ei	eij
olema	olnd
see	neid
see	need
tahtma	`tahtvad
rohkem	`rohkem
e	e
mets	`metsade
ja	jaa
ja	ja
siis	siis
see	selle
see	nende
mänd	`mändade
sees	sees
rohkem	`rohkem
olema	`olla
ja	ja
see	see
raba	raba
olema	oli
paljas	pal'las
mis	miss
ei	eij
olema	olnd
puu	puid
e	e
no	no
kask	kased
mõni	mõnes
koht	`kohtas
ikka	`ikke
olema	olid
väga	väga
harva	`arba
ka	koa
aga	aga
ei	ei
enamasti	enamasti
ei	eij
olema	olnd
no	no
kui	ku
ainult	ainod
siin	sii
Hõbeda	Õbeda
küla	küla
koht	`kohtas
olema	oli
siit	siit
olema	oli
natuke	nattukke
kõrgem	`kõrgem
see	se
maa	maa
aga	aga
nüüd	nüüd
olema	o
tema	ta
mets	`metsa
täis	täis
minema	läind
Eesti	Eesti
valitsus	valitsuse
aeg	`aegas
e	e
Eesti	Eesti
valitsus	valitsus
andma	`an'dis
siit	siit
talu+poeg	talu+`boegadele
raba	raba
ilma	ilma
e	e
kasutama	kasutta
et	et
inimene	inimesd
pidama	pidid
ise	ise
oma	omal
jõud	jõul
ja	ja
kulu	kulul
tema	taa
kultuur+maa	kulttuur+maass
tegema	tegema
iga+ühel	iga+ühel
mõõtma	`mõõttis
meie	meil
olema	onn
ka	koa
seal	seal
seal	seal
maa	maa
meie	mede
karja+maa	karja+ma
olema	oli
seal	seal
ja	ja
maa	maa
olema	oli
ka	koa
seal	seal
aga	aga
siis	sis
e	e
e	e
kaevama	`kaevsid
kraav	raabid
meie	mede
taat	taat
kaevama	`kaebis
ka	koa
kraav	raabi
no	no
see	see
see	need
kraav	raabid
tõmbama	`tõmmasid
nüüd	nüd
raba	raba
kuiv	kuibasse
nüüd	nüd
hakkama	`akkab
mets	mets
kasvama	kasvuma
nüüd	nüüd
olema	ole
mets	`metsa
täis	täis
see	se
jah	jahh
meie	meil
olema	on
praegu	`praegust
alles	alles
üks	üks
e	e
raba	raba
aun	aun
olema	onn
seal	seal
raba	raba
kallas	`kaldas
e	e
meie	mee
suvi	sui
saama	sai
lõikama	lõigatta
ja	ja
ei	ei
saama	saand
talv	`talve
ära	ära
tooma	`tuuwa
ju	joo
siis	s
olema	põlnd
tarvidus	tarvidust
ka	kaa
mitte	`mette
ja	jaa
e	e
nüüd	nüid
kui	kui
see	seda
esimene	esimest
kraav	`raabi
e	e
e	e
tegema	`tehti
seal	seal
e	e
mis	miss
raba	raba
soon	soon
meie	me
meie	me
ütlema	`ütlesime
e	e
siis	siis
nemad	nad
meie	meil
olema	oli
sild	seld
seal	seal
peal	peal
no	no
siis	s
sild	sella
lõhkuma	`lõhksid
ära	ära
ja	ja
tegema	tegid
kraav	raabi
lai	laijasse
ja	ja
see	see
aun	aun
jääma+ki	`jäingi
sinna	`sinna
praegu	`präegust
olema	oo
seal	seal
rääkima	`rääksid
et	et
üks	üks
kask	kas'k
olema	`olle
ka	koa
seal	seal
otsa	`otsa
kasvama	kasuma
hakkama	akkand
see	see
olema	o
praegu	`präegust
alles	alles
seal	seal
raba	raba
kallas	`kaldas
e	e
no+jah	noo+jahh
see	selle
jaoks	jaos
olema	oli
nisuke	nisukke
raud	raud
e	e
mõlemad	mõlemist
poolt	poolt
äär	äärest
olema	oli
vahe	vahe
ja	ja
vars	var's
olema	oli
taga	taga
no	no
mees	mees
minema	läks
sisse	`sisse
ja	ja
e	e
esiteks	esitte
pigistama	pigistatti
noh	noh
mätas	`mätta
sugune	sugused
see	se
sedasi	sedasi
e	e
sisse	`sesse
kraapima	kraaps
siis	siis
mees	mees
minema	läks
sisse	`sesse
ja	ja
ja	ja
siis	siis
suruma	surus
naa	na
mätas	`mätta
laius	`laijust
siit	siit
suruma	surus
see	selle
äär	äärega
ja	ja
siit	siit
suruma	surus
see	selle
äär	äärega
ja	ja
siis	siss
suruma	surus
see	selle
e	e
raba	raba
raud	rauwa
siit	siit
sisse	`sesse
ja	ja
viskama	`veskas
välja	`väl'ja
jah	jahh
jah	jahh
alla	alla
jah	jahh
ennem	ennem
võtma	`võt'tis
äär	ääred
lahti	`lahti
ja	jaa
ja	ja
ülalt	ülalt
e	e
pigistama	pigistas
enne	enne
kui	kui
saama	sai
see	see
järk	jork
järk	järk
otsa	`otsa
siis	siis
minema	läks
jälle	`jälle
ja	ja
pigistama	pigistas
jälle	jälle
e	e
e	e
nagu	nagu
taha+poole	taha+boole
see	selle
et	et
siis	siis
takka	`takka
lahti	`lahti
siis	siss
lööma	lõi
jälle	jälle
see	selle
raba+raud	raba+`rauwaga
jälle	jälle
see	ned
äär	ääred
ära	ära
ja	ja
pühkima	`pühtis
alla	`alla
ja	ja
ja	ja
siis	siis
meie	mee
olema	olime
seal	seal
kallas	`kalda
peal	peal
meie	mee
laduma	ladusime
riit	`riitta
jälle	jälle
see	ned
auk	aogud
sisse	`sesse
ja	ja
kaks	kaks
tükk	tükki
kõrvuti	kõrvu
üks	üks
peale	`peale
ja	ja
siis	siss
jääma	jäid
auk	aogud
sisse	`sesse
ja	ja
siis	sis
kuivama	`kuivsid
ära	ära
jälle	jälle
e	e
noh	nohh
see	see
naa	naa
kuidas	kudass
naa	naa
kuidas	kudass
tema	ta
olema	oli
kuidas	kudass
kuidas	kudas
see	se
maa	maa
vahel	vahel
andma	`andis
ja	ja
raba	laba
lõikus	`lõikkust
olema	oli
palju	paelu
Õepa	`Õeppa
mees	mehed
siit	siit
küla	küla
mis	miss
siin	sii
hommik	omigu
poole	`poole
olema	o
nemad	need
lõikama	`lõikkasid
Laiskma	`Laiskma
raba	rabal
ja	jaa
talv	talve
käima	köisid
Pärnu	`Pärnus
müüma	`müümas
tegema	tegid
raha	rahasse
nemad	naad
lõikama	`lõikkasid
ikka	`ikka
palju	paelu
raba	raba
aga	aga
seal	seal
olema	olid
parem	paremad
mätas	`mättad
ka	koa
siin	sii
Tamme	Tamme
raba	rabal
olema	on
nisuke	nisuksed
samblane	`samlatsed
pehme	`pehmed
aga	aga
Laiskma	`Laiskma
raba	rabal
olema	olid
ikka	ikke
hea	ead
mätas	`mättad
mh	mh
no	noo
kõva	kõba
nehh	nehh
nii	nii
nehh	nehh
pea+aegu	pea+`aegu
nagu	nagu
siin	sii
see	se
parkett	pargetti
moodi	`moodi
siuke	`siukke
kõva	kõba
aga	aga
siin	sii
e	e
e	e
siin	sii
Tamme	Tamme
raba	rabal
olema	oli
nisuke	nisukke
sammal	sammal
pehme	`pehme
ja	ja
see	see
olema	oli
põlema	põledes
ka	kaa
viletsam	viletsam
jah	jahh
tuhk	`tuhka
ja	jaa
jah	jah
ja	ja
tema	ta
olema	oli
kerge	`kerge
tema	ta
nii	nii
ei	eij
olema	olnd
kui	kui
see	see
Laiskma	`Laiskma
raba	raba
mätas	`mättas
olema	oli
jah	jahh
mätas	mättastega
jah	jahh
siin	sii
Tamme	Tamme
kooli+maja	kooli+maeas
tooma	`toodi
mätas	`mättud
ja	ja
Laiskma	`Laiskma
raba	raba
mätas	`mättud
tooma	`toodi
vald	vald
kamandama	kamandas
siit	siit
Õepa	`Õeppa
mees	mehi
see	seda
Laiskma	`Laiskma
raba	raba
mätas	`mättud
see	need
olema	olid
parem	paremad
nn	nn
ei	ei
panema	`pandud
suurt	suurt
ühti	`ühti
inimene	inimesed
jõudma	jõund
nii+palju	naa+baelu
lõikama	lõegatta
ühti	`ühti
aga	aga
heina+maa	eina+mad
tegema	`tehti
ära	ära
kõik	kõik
ikka	ikke
soo+heina+maa	soo+eina+mad
ja	ja
ja	ja
kõik	kõik
e	e
pilli+roog	pilli+roog
olema	oli
aga	aga
noh	nohh
olema	oli
alla	`alla
tarvis	`tarvis
panema	`panna
ja	ja
ja	ja
sööma	sõid
ka	koa
loom	loomad
sööma	sõid
ka	koa
ja	ja
ei	ei
olema	olnd
e	e
siin	sii
Kõima	`Kõima
raba	rabas
olema	oli
ka	koa
e	e
jälle	jälle
seal	seal
olema	oli
iga+ühel	iga+ühel
ikka	ikke
oma	oma
auk	auk
ja	ja
nüüd	nüüd
viimane	viimasel
aeg	aeal
kui	kui
meie	meije
siin	sii
lõikama	`lõikkasime
siis	siis
tulema	tuli
metsnik	`metsnikku
käest	käest
luba	luba
ka	koo
võtma	`võtta
see	see
olema	oli
riik	riigi
maa	maa
nagu	nagu
raba	raba
olema	oli
riik	riigi
maa	maa
mõis	`mõisaid
olema	põlnd
enam	enam
ennem	ennem
olema	oli
mõis	mõisa
raba	raba
olema	oli
mõis	mõisa
aga	aga
noh	noh
mõis	mõisad
nüüd	nüd
ei	eij
olema	olnd
siis	siis
tulema	tuli
metsnik	`metsnikku
käest	käest
luba	luba
ka	ko
võtma	`võtta
aga	aga
see	see
luba	luba
olema	oli
odav	odav
aga	aga
vana	vanal
aeg	aeal
olema	oli
tulema	tuli
pool	pool
kui	kui
sina	sa
üks	ühe
e	e
noh	nohh
kui	kui
üks	ühe
süld	sülla
vaatama	vatta
mina	maa
ei	i
teadma	tea
nüüd	nüd
tõesti	`tõesti
kas	kas
see	se
olema	oli
süld	süld
või	või
e	e
kui	kui
palju	paelu
mätas	`mättud
ära	ära
lõikama	`lõikkad
siis	siis
tulema	tuli
pool	pool
vaka+maa	vakka+mad
mõis	mõisas
oder	`otri
lõikama	lõigatta
see	selle
eest	eest
raba	raba
olema	oli
mõis	mõisa
tulema	tuli
mõis	mõisal
töötama	`tööttada
see	selle
eest	eest
kui	kui
palju	paelu
sina	sa
siis	siis
lõikama	`lõikkasid
e	e
Parasma	Parasma
mõis	mõisa
ligidal	ligidal
seal	seal
olema	olid
siit	siit
Tamme	Tamme
küla	küla
heina+maa	eina+mad
jah	jahh
oma	oma
heina+maa	eina+mad
olema	olid
jah	jahh
mhh	mhh
jah	jahh
e	e
esmas+päev	esma+ba
minema	`mendi
ja	ja
lau+päev	lau+ba
tulema	`tuldi
lass	las'siga
piim	`piima
juurde	`juure
ja	ja
piim	piim
saama	sai
vahel	vahel
otsa	`otsa
ka	koa
saama	sai
vesi	vett
juurde	`juure
panema	`panna
soo+vesi	soo+vett
sealt	sealt
ja	ja
kus	kus
sina	sa
koju	kojo
tulema	tuled
siis	siis
hobune	obusega
minema	`mindi
jah	jah
ja	ja
vastu	`vastu
tulema	`tul'di
ka	koa
jälle	jälle
hobune	obusega
aga	aga
no	no
mina	maa
käima	köisin
nüüd	nüüd
ikka	`ikke
kui	kui
mina	ma
siin	sii
juba	juba
olema	olin
kui	kui
mina	ma
kodu	kodo
olema	olin
seal	seal
siis	siss
olema	olin
ikka	`ikke
nädal	nädal
aeg	`aega
sest	sest
ema	ema
olema	oli
kodu	kodo
ja	ja
aga	aga
kui	kui
mina	ma
siia	`siija
tulema	tulin
no	no
siis	siis
mina	ma
käima	köisin
õhtuti	`õhtatti
kodu	kodo
a	a
ja	ja
esiti	esitti
mina	ma
ei	i
oskama	osand
ratas	`rattaga
sõitma	`sõitta
aga	aga
siis	siis
mees	mees
tooma	tõi
ratas	`ratta
ja	ja
õpetama	õppettas
mina	mu
ratas	`rattaga
sõitma	`sõitma
et	et
siis	sis
olema	oo
hõlbus	õlpsm
käima	`käija
e	e
ju	joo
mees	mehe
ema	ema
olema	oli
siin	sii
kodu	kodo
aga	aga
tema	tal
olema	olid
ju	ju
loom	loomad
ja	ja
kaks	kaks
poiss	`pois'si
olema	olid
hoidma	oeda
siin	sii
ja	ja
mina	ma
pidama	pidin
ikka	`ikka
õhtuti	`õhtatti
kodu	kodo
käima	`käima
aga	aga
ratas	`rattaga
olema	oli
hõlbus	`õlppus
tee	tii
olema	oli
hõlbus	`õlppus
käima	`käija
e	e
noh	nohh
sinna	`senna
võtma	`võetti
jah	jahh
ju	joo
saama	sai
õhtuti	`õhtatti
keetma	`keetta
ka	koa
jälle	jälle
tulema	tuli
maha	maha
ja	ja
e	e
pada	pada
hark	`arkkide
otsa	`otsa
ja	ja
eks	es
saama	sai
võtma	`võtta
ju	ju
ka	koa
kartul	`karttuld
ja	ja
tang	`tangu
ja	ja
liha	liha
natuke	nattukke
ja	ja
õhtu	`õhta
saama	sai
supp	`suppi
ka	ka
keetma	`keetta
no	no
räim	`räimi
ja	ja
või	võid
ka	koa
ja	ja
ega	ega
seal	seal
olema	põlnd
mina	ma
vaatama	`vaattan
nüüd	nüüd
ise	isi
mõtlema	`mõtsin
et	et
mina	maa
sööma	söön
nüüd	nüüd
nii	nii
hästi	`easti
ennem	ennem
e	e
e	e
saama	sai
jälle	jälle
va	va
hapu	apput
piim	`piima
ja	ja
pidama	pidid
töö	tööd
ka	kaa
veel	vel
päev	päeba
läbi	läbi
tegema	tegema
aga	aga
nüüd	nüüd
nüüd	nüüd
sööma	söö
nii	nii
hästi	`iasti
et	ett
ja	ja
olema+ki	põlegi
töö	tööd
tegema	teha
e	e
seal	seal
olema	olid
mitme+sugune	`metme+sugused
see	ned
heina+maa	eina+mad
olema	olid
soo+heina+maa	soo+eina+maid
ja	ja
siis	siss
e	e
olema	olid
leht+heina+maa	leht+eina+maid
ka	koa
ja	ja
olema	olid
mõni	mõned
siuke	siuksed
mis	miss
maise+maa	maesema
hein	ein
küll	küll
olema	on
aga	aga
leht	`lehti
ei	ei
olema	ole
siuke	`seokke
kõrs+hein	kõr's+ein
olema	oli
aga	aga
soo+heina+maa	soo+eina+mattel
ei	eij
olema	olnd
muu	muud
kui	kui
pilli+roog	pilli+roog
ja	ja
üks	üks
ütlema	`öetti
konna+osi	konna+osi
või	või
siuke	`seokke
hein	ein
olema	oli
kohe	kohe
ja	ja
pilli+roog	pilli+roog
olema	oli
pilli+roog	pilli+roog
olema	oli
kohe	kohe
vali	vali
niitma	`niitta
vikat	vikkattiga
niitma	`niitsid
päris	päriss
põrutama	põruttama
võtma	`võttis
üsna	üsna
aga	aga
ära	ära
saama	said
heina+maa	eina+mad
tegema	teha
kõik	kõik
heina+maa	eena+mad
olema	olid
kuhi	`kuhju
täis	täis
sügis	sügise
ja	ja
talv	talves
tooma	`toodi
ära	ära
kõik	kõik
ja	ja
nüüd	nüüd
inimene	inimesd
ei	ei
tegema	tee
siin	sii
keski	kedagi
suurt	suurt
hein	`eina
ja	ja
lehm	lehmad
lüpsma	`lüpsvad
palju	paelu
paremini	paremini
veel	veel
kui	kui
ennem	ennem
ennem	ennem
lüpsma	`lüpsis
viis	viis
kuus	kuus
lehm	`lehma
see	seda
mis	miss
nüüd	nüüd
juba	juba
üks	üks
lüpsma	lüpsab
jah	jahh
ja	ja
reha	rähad
ja	ja
hang	angud
ja	ja
jah	jahh
käi	käi
ka	koa
jah	jahh
e	e
noh	nohh
e	e
siuke	siukst
suur	suured
kivi+ratas	kivi+`rattad
olema	olid
vänt	vänt
olema	oli
seest	seest
olema	oli
auk	auk
ja	ja
vänt	vänt
olema	oli
seal	seal
küljes	`külges
ja	ja
ja	ja
siis	s
ajama	`aetti
ümber	`ümber
ja	ja
e	e
pisike	piske
vee+kast	vee+gas't
panema	`pan'di
alla	`alla
et	et
vesi	vee
seest	seest
läbi	läbi
minema	läheb
vaatama	vatta
kuiv	kuib
ei	ei
tegema	tee
vikat	vikkattid
vahe	vahedasse
pidama	peab
see	se
kivi	kivi
niiske	`niiske
olema	olema
see	sellega
saama	sai
käiama	käijatta
ja	ja
ja	ja
siis	siss
siuke	siuksed
luisk	luesud
olema	olid
ka	koa
e	e
e	e
ütlema	`öetti
kõvasi	kõvasid
või	või
e	e
e	e
siis	siss
vahel	vahel
saama	sai
see	sellega
ka	koa
sedasi	sedasi
liuh	liuh
liuh	liuh
liuh	liuh
liuhh	liuhh
teisele+poole	teenep+poole
ja	ja
teisel+pool	teenep+pol
tõmbama	tõmmatta
e	e
noh	nohh
hoidma	`oitti
seal	seal
peal	peal
tera	tera
ja	ja
e	e
teine	teine
ajama	aeas
ümber	`ümber
kaks	kaks
inimene	inimest
pidama	pidid
olema	olema
teine	teine
ajama	aeas
vänt	`väntta
ümber	`ümber
ja	ja
ja	ja
teine	teine
hoidma	`oidis
siis	siis
vikat	vikkatti
ilusti	ilusti
seal	seal
peal	peal
et	et
tema	ta
ilusti	ilusti
jooksma	jooseb
jah	jah
no+jah	noo+jahh
siis	sis
tulema	tuli
jälle	jälle
rohkem	`rohkem
rohkem	`rohkem
käiama	käijatta
ja	ja
ja	jaa
kui	kuij
ei	ei
saama	saand
söögi+vahe	söögi+vahet
läbi	läbi
e	e
see	selle
vikat	vikkattiga
lööma	`lüija
mitte	`mette
et	et
vikat	vikkad
minema	läks
nüri	nüridass
siis	siss
tulema	tuli
vahe+peal	vahe+beal
käiama	`käijama
minema	`minna
aga	aga
muidu	muidu
saama	sai
ikka	`ikke
vikat	vikkattiga
sedasi	sedasi
liuh	liuh
liuh	liuh
liuh	liuh
liuhh	liuhh
teisele+poole	teenep+poole
ja	ja
teisel+pool	teenep+pol
tõmbama	tõmmatta
e	e
jah	jahh
vikat	vikkattil
jah	jahh
aga	aga
noh	noh
kui	kui
kivi	kivisse
minema	läks
siis	siss
ei	ei
saama	saand
ikka	`ikke
muu	muud
kui	kui
pidama	pidi
jälle	jälle
käi	käija
juurde	`juure
minema	menema
ja	ja
käi	käi
seisma	`seisis
kuskil	`kus'kil
kaugemal	`kaugemal
niidu+järg	niidu+järg
olema	oli
ju	jo
kaugemal	`kaugemal
ega	ega
siis	siis
käi	käi
niidu+järg	niidu+järjega
ühes	ühes
olema	põlnd
heina+maa	eina+mal
olema	olid
kaev	kaod
saama	sai
kaev	kao
tegema	`tehtud
sealt	sealt
saama	sai
vesi	vett
võtma	`võettud
ja	ja
no	no
see	see
kaev	kao
ei	eij
olema	old
muu	muud
keski	kedagi
kui	kui
soo	sauwe
sisse	`sesse
olema	oli
siuke	`seokke
auk	auk
tegema	`tehtud
ja	ja
seal	seal
ei	eij
olema	olnd
muu	muud
keski	kedagi
ja	jaa
saama	sai
otse	otse
toop	toobiga
või	või
saama	sai
kui	kui
sügav	sügavas
olema	oli
siis	s
saama	sai
üsna	üsna
kõver	kõberas
ja	ja
maoli	`maoli
laskma	`laska
kui	kui
sealt	sealt
vesi	vett
võtma	`võtta
saama	saab
aga	aga
noh	nohh
soo	soos
olema	oli
vesi	vett
küll	küll
aga	aga
maise+maa	maese+ma
heina+maa	eina+mattel
pidama	pidi
kaev	kao
olema	olema
pidama	pidi
kõlbama	`kõlbama
palav	pala
ilm	ilm
olema	oli
sealt	sealt
olema	põlnd
keski	kedagi
kui	kui
jalg	`jalge
all	all
olema	oli
vesi	vesi
e	e
kui	kui
jooma	`juuwa
tahtma	`tahtsid
muud+kui	muk+ku
pihk	peod
maha	maha
ja	ja
ja	ja
jooma	`juuwa
sealt+samast	sealt+samast
ja	ja
inimene	inimestel
ei	eij
olema	olnd
keski	kedagi
viga	viga
kõik	kõik
olema	olid
terve	`terbed
ja	ja
tugev	tugebad
ehh	ehh
mis	miss
no	no
e	e
selle+pärast	selle+bärast
et	et
e	e
olema	oli
tarvis	`tarbis
alla	`alla
panema	`panna
loom	`loomadele
ja	ja
ikka	`ikke
saama	sai
soo	soost
ka	ka
tegema	teha
ei	ei
loom	loomad
sööma	sõid
ka	koa
aga	aga
nemad	nad
kõik	`kõikke
ei	ei
sööma	söönd
mis	miss
saama	sai
rohkem	`rohkem
ette	`ette
andma	`anda
mis	miss
üle	üle
jääma	jäi
see	see
saama	sai
alla	`alla
panema	`panna
e	e
e	e
e	e
e	e
jah	jahh
hommik	omigu
ju	juo
muu	muud
ei	ei
saama	saand
tegema	teha
siis	siis
hommik	omigu
saama	sai
ikka	kke
kell	kella
viis	viijest
juba	juba
niitma	`niitma
minema	`menna
hommikune	omigune
söögi+vahe	söögi+vahe
see	see
olema	on
nii	nis
kui	kui
e	e
kaheksa	kahesma
üheksa	ühessani
see	see
olema	oli
ikka	`ikke
niit	niido
e	e
niit	niido
e	e
söögi+vahe	söögi+vahe
noh	noh
siis	siis
saama	sai
loog	`loogu
võtma	`võtta
kui	kui
olema	oli
ja	ja
enne	enne
lõuna	lõõnat
ja	ja
pärast	pärast
lõuna	lõõnat
kaks	kaks
kaar	kaart
kui	kuij
olema	oli
e	e
suur	suur
hein	ein
siis	siis
niitma	niidetti
nii	niij
et	et
üks	üks
kaar	kaar
jääma	jäi
maha	maha
ja	ja
minema	`mendi
siis	sis
tagasi	tagasi
ja	ja
niitma	niidetti
teine	teine
jälle	`jälle
aga	aga
kui	kui
olema	oli
väike	`väikke
hein	ein
siis	sis
pöörama	`pöördi
seal	seal
ots	otsa
peal	peal
tagasi	tagasi
ja	ja
e	e
e	e
kaks	kaks
niit	`niittu
e	e
tõmbama	tõmmatti
kokku	`kokko
siis	sis
olema	oli
loo+võtmine	loo+`võtmine
kerge	`kergem
kaar	kaared
olema	olid
e	e
e	e
jälle	jälle
harv	arvemad
ah	ah
see	se
loo+reha	loo+räha
no+jah	noo+jahh
see	see
see	see
olema	onn
vars	var's
olema	onn
järel	järel
ja	ja
siis	siis
nii+sama	ni+sama
peaaegu	pea`aegu
nii+sama	ni+sama
pikk	pikk
nagu	nagu
see	see
e	e
siuke	`seokke
pisike	pisikke
äär	äär
ja	ja
siis	siis
olema	on
puu+pulk	puu+bulgad
sees	sehes
ja	ja
e	e
mis	miss
noh	nohh
see	see
pidama	pidi
ikka	`ikke
olema	olema
siuke	siukst
kerge	`kergest
puu	puust
e	e
kas	kas
kuuse+puu	kuuse+buust
või	või
e	e
kuusk	kuusk
ära	ära
kuivama	`kuivab
siis	siis
olema	onn
ju	ju
ka	ka
kerge	`kerge
lepp	lepp
ja	ja
kask	kas'k
see	ned
olema	onn
ikka	ekke
e	e
raskem	`raskemad
jah	jahh
see	see
pidama	pidi
see	see
vaatama	vatta
mina	mina
ka	koa
ei	ei
teadma	tea
see	seda
mis+moodi	mis+`moodi
e	e
pulk	pulgad
pidama	pidid
olema	olema
kadaka+pulk	kadaga+pulgad
kadaka+puu	kadaga+buust
no	noo
selle+pärast	selle+bärast
et	et
pulk	pulk
minema	läheb
ju	ju
hõlpsasti	`õlpsast
katki	`kat'ki
nagu	nagu
seal	seal
pilli+roog	pilli+roo
hein	ein
olema	oli
see	see
raske	`raske
ja	ja
tõmbama	`tõmmad
ja	ja
pulk	pulk
minema	läheb
katki	`kat'ki
aga	aga
vat	vat
kadakas	kadagas
olema	oo
tugev	tugev
ja	ja
mina	ma
ei	i
teadma	tea
kas	kas
see	ned
see	ned
pind	pinnad
kes	kelle
küljes	`külges
see	ned
pulk	pulgad
olema	olid
mina	ma
ei	i
teadma	tea
kas	kass
see	need
siis	siis
ka	ka
kadakas	kadagattest
olema	olid
või	ve
see	neid
reha	rähasid
olema	oli
laat	`laattadel
müüma	`müija
aga	aga
ju	jo
talu+taat	talu+daadid
tegema	tegid
see	neid
ise	isi
ka	koa
aga	agaa
see	neid
olema	oli
müüma	`müija
ka	koa
e	e
vars	var's
olema	oli
ikka	`ikke
pidama	pidi
ka	koa
jälle	jälle
kerge	`kergest
puu	puust
olema	olema
ka	koa
ikka	ikke
kuuse+puu	kuuse+buust
või	või
jah	jahh
see	need
olema	olid
kadakas	kadagast
jälle	jälle
see	ned
e	e
pulk	pulgad
mis	miss
seal	seal
küljes	`külges
mis	mis
e	e
kaks	kaks
tükk	`tükki
olema	oli
teine	teine
olema	oli
siuke	siukke
kõver	kõber
olema	on
suur	suurem
ja	ja
teine	teine
olema	oli
pisike	pisikke
siis	sis
see	see
olema	oli
siin	sii
käsi	käe
see	see
kõver	kõberam
aga	a
e	e
see	se
vars	var's
olema	oli
siin	sii
ja	ja
siit	siit
olema	oli
kõver	kõber
siis	siss
siit	siit
hoidma	`oitsid
teine	teise
käsi	`käega
ja	ja
see	se
pisike	pisikke
olema	oli
siin	siin
siis	sis
see	see
samati	samatti
üritama	ürittasid
e	e
noh	nohh
see	se
panema	`pandi
e	e
puu	puu
niuke	niukse
e	e
e	e
puu	puu
liist	liistuga
või	või
see	sellega
panema	`pandi
siuke	`seokke
peenike	peenikke
kask	kase
vars	var's
võtma	`võetti
pooleks	pooless
ja	ja
siis	siis
see	selle
pool	poolega
siduma	`seotti
ümber	`ümber
see	se
vikat	vikkat
sinna	`sinna
vars	varre
külge	`kül'ge
siis	siss
lööma	`lüedi
pisike	püs'sid
siil	`siila
veel	vel
sinna	`sinna
vahele	vahele
kus	kuss
tarvis	`tarvis
olema	oli
mõni	mõnes
koht	`kohta
ja	ja
vikat	vikkattil
pidama	pidi
ju	ju
suu	suu
olema	olema
e	e
kui	kui
väga	väga
suur	suur
suu	suu
olema	oli
e	e
siis	siis
olema	oli
raske	`raske
niitma	`niitta
ei	ei
jõudma	jõuwa
läbi	läbi
lööma	`lüija
no+jah	no+jahh
see	seda
mõõtma	mõõdetti
sein	seina
peal	pääl
nii	nii
üks	üks
üks	üks
toll	tol'l
või	või
pidama	pidi
sedasi	sedasi
natuke	nattukke
kõrgem	`kõrgem
olema	olema
kui	kui
see	se
tagumine	tagumine
pool	pool
tema	tal
kus	kus
tema	ta
vars	varre
küljes	`külges
olema	oli
nii	niij
et	et
see	se
