masin	masinad
vanem	vanemad
elama	elasid
olema	oli
hea	ia
hea	ia
koht	koht
ja	ja
ei	ei
ei	ei
tema	taa
ütlema	`ütles
seda+viisi	seda+visi
et	et
seal	sial
olema	on
nii+palju	nii+`pal'lu
saama	saab
liha	liha
sööma	`süija
kui	kui
kui	kui
mina	ma
e	e
tahtma	tahan
võtma	`vöttan
e	e
panema	pannakse
taldrik	taldrek
kuhi	kuhjaga
liha	liha
täis	täis
ega	ega
seal	sial
olema	pöln
nüüd	nüid
nüüd	nüid
väike	`väikse
et	iett
väike	`väiksed
tükk	tükkid
panema	`pan'di
taldrik	taldrek
kuhi	kuhjaga
liha	liha
täis	täis
et	ett
nii	nii
palju	`pal'lu
saama	saab
liha	liha
võtma	`vötta
kui	kui
tahtma	tahab
nüüd	nüid
kõik	köik
liha	lihad
jääma	jäävad
raisku	`raisku
kes	kis
see	se
see	seda
liha	liha
enam	anam
tahtma	tahab
saama	`saada
koer	koera
koer	koerad
sööma	söövad
mina	maa
olema	olen
siin	siin
nemad	nendel
olema	oli
ka	ka
nüüd	nüid
nemad	nad
olema	pöle
enam	änam
siga	siga
pidama	pidand
praegu	`praegust
veel	veel
siin	sin
liha	liha
nõu	nöu
siin	siin
all	all
e	e
siis	siis
keetma	keedan
tohtima	tohi
keetma	`kietta
olema	pöle
enam	änam
hea	iad
lõhn	`löhna
juures	juurs
vana	vana
liha	lihal
siin	siin
see	sie
mis	miss
pood	poest
tooma	tuuwaks
see	seda
sööma	süijakse
ega	ega
nemad	naad
see	seda
vana	vana
liha	liha
enam	änam
ainult	ainult
koer	koerttele
keetma	keedan
need	need
tahtma	tahvad
rasvane	rasvast
saama	`saadä
ei	ei
kes	kiss
kes	kiss
seal	sial
ose	ose
pärast	pärast
olema	oli
see	sda
olema	pöld
aga	aga
kui	ku
mina	ma
siin	siin
Kubja	Kubja
pere	peres
teenima	`tienisin
siis	siis
olema	oli
see	sie
vana	vana
pere+naine	pere+nane
olema	oli
nii	nii
ihnus	ihnus
iga+kord	iga+kort
panema	`pan'di
tema	ta
ei	i
sallima	`sal'lind
see	seda
et	ett
teenija	`tienijadel
või	vöid
ette	`ette
panema	`pandi
siis	siis
tema	ta
ütlema	`ütles
et	ett
see	see
tütar	tüttar
ütlema	`ütles
panema	pange
ikka	`ikka
või+tass	vöi+tas's
siis	siiss
ära	ära
kui	kui
taa	ta
eit	eit
juba	juba
tuba	`tuppa
tulema	tuleb
et	et
eit	eit
sööma	söi
teisal	`teisal
tema	tema
tegema	tegi
oma	omal
teisal	`teisal
toit	`toittu
ja	ja
ega	ega
siis	siss
tema	ta
käima	käis
ikka	`ikka
vaatama	`vaattames
et	ett
võõras	võerastel
tema	ta
ei	ei
raatsima	`raatsind
või	vö
teenija	`tienijadel
ei	ei
tohtima	tohi
see	seda
parem	paremad
toit	`toittu
andma	`anda
aga	aga
see	se
tütar	tüttar
tegema	tegi
võtma	`vöt'tis
koor	kuort
ka	ka
piim	piima
ämber	`ämre
pealt	pialt
ja	ja
panema	pani
tegema	tegi
hea	iad
toit	toidud
tema	taa
olema	oli
Saksa+maa	Saksa+mal
olema	old
suur	suur
saks	saks
saks	`sakste
teenija	`tienija
olema	oli
olema	old
nüüd	nüit
tema	ta
ammu	`ammu
surema	`surnud
juba	juba
siin	siin
Kubja	Kubja
pere	peres
kus	kuss
Roosi+maa	Roosi+mad
elama	elavad
see	sie
vana	vana
maja	maea
olema	onn
varemed	varemed
olema+ki	pölegi
enam	änam
seal	sial
suur	suur
sireli+põõsas	sereli+pöösas
kui	kui
kus	kus
see	see
maja	maea
olema	oli
sinine	sinine
maja	maea
olema	oli
nemad	neil
tema	tema
olema	oli
nii+sugune	niisukke
papa	pappa
minema	läks
üles	ülesse
tema	ta
korjama	`korjäs
oma	omal
muna	mune
ja	ja
kole	koled
kole	kole
paks	paks
ja	ja
suur	suur
eit	eit
olema	oli
ka	kaa
ja	jaa
e	e
eks	eks
papa	pappa
lõhkuma	`löhkund
ära	ära
e	e
tema	ta
muna	munad
tallama	talland
kõik	keik
puruks	puruks
tema	taa
peitma	`peittis
oma	oma
suur	sure
kana	kana
muna	munad
ära	ära
et	ett
siis	siis
tema	tä
ja	ja
kui	kui
meie	meije
töö	tüöl
minema	läksime
siis	siis
tema	ta
hakkama	`akkes
ise	ennast
kormitama	kormittäma
üks+kord	üks+kord
olema	oli
jälle	`jälle
minema	läind
väli+köök	väli+küök
olema	oli
seal	sial
praegu	`präegust
olema	on
kaev	kaevu
juures	`juures
see	sie
väli+köök	väli+küök
eks	eks
papa	pappa
võtma	vött
kepp	keppi
ja	ja
panema	pann
muna	muna
panema	pan'ni
ütlema	`ütles
papa	pappa
lööma	löi
kõik	köik
mina	mu
muna	munad
pann	pan'ni
pealt	pialt
maha	maha
mina	maa
ütlema	`ütsin
eks	eks
see	se
sina	suul
kuluma	kulus
ära	ära
ka	kaa
papa	pappale
ei	ei
andma	ann
ja	ja
mamma	mamma
sööma	süöb
üksi+päini	üksi+päni
oma	uma
kere	keresse
mina	mina
teadma	tia
mis	miss
tema	temal
olema	oli
nii+sugune	nisukke
heeringas	eeringed
olema	olid
siis	siiss
panema	`pan'di
ahi	`ahju
ja	ja
moorima	muoritti
tema	tall
ja	ja
tema	ta
tegema	tegi
eraldi	äraldi
toit	`toitte
ega	ega
tema	tema
nüüd	nüid
mis	mis
e	e
teenija	`tienijad
sööma	söid
ega	ega
tema	tema
see	seda
toit	`toittu
ei	ei
sööma	süönd
eks	eks
eks	eks
tema	ta
salaja	salaea
sööma	söi
ei	ei
mina	mina
teadma	tia
mis+moodi	mis+`moodi
see	seda
toit	`toittu
kutsuma	kutsutti
koor	koored
ja	ja
ja	ja
ja	jaa
ja	ja
ja	ja
suur	suured
kana+muna	kana+munad
ja	ja
kõik	keik
mis	mis
tema	ta
sööma	söi
aga	aga
see	sie
e	e
vana+mees	vana+mes
olema	oli
ka	kaa
suvi	suvel
praegu	`präägust
pikk	pikk
päev	pääv
tõusma	töused
kell	kella
neli	nel'last
hommikul	omikku
üles	ülesse
ega	ega
tema	ta
ei	i
laskma	last
et	et
sina	sa
nüüd	nüid
sööma	süöma
järel	järel
olema	oled
üks	üks
terake	terakse
aeg	`aega
pikali	pikkali
kepp	kepp
olema	oli
aga	äga
vana+mees	vana+mehel
ka	kaa
alati	alatti
käsi	kääs
muud+kui	mutku
minema	läks
tulema	tuli
aga	äga
sinna	`sinna
muud+kui	`mutku
hakkama	`akka
aga	aga
jälle	`jälle
vihtuma	`vihtuma
see	seda
töö	tüöd
tegema	tiha
seal	sial
olema	oli
täiesti	täijesti
just+kui	`üstku
ori	orja
elu	elu
Mäe+õu	Mää+`öuwes
olema	oli
palju	`pal'lu
parem	parem
nii+sugune	niisukst
nii+sugune	`niisukst
asi	`as'sa
aga	aga
siin	siin
Pelman	`Pelman'nide
juures	juurs
siin	siin
olema	oli
see	sie
vana+eit	vana+eide
pilt	pilt
olema	on
mina	mull
ko	ko
praegu	`praegust
ä	ä
seal	sial
album	`albumi
sees	sies
mis	mis
tema	ta
pilt	pilt
olema	onn
ja	ja
siis	siss
andma	`an'dis
veel	veel
tema	`talle
e	e
mina	minu
mees	mihele
andma	`an'dis
suur	sured
eh	ehh
kulin	kulinäd
olema	oli
andma	ann
et	et
tema	tä
käima	käis
need	neid
kirik	kirikku
viima	`viimäs
nemad	naad
käima	käisid
hobune	obusega
et	ett
käima	käis
kirik	kirikku
viima	`viimäs
ja	ja
Saue+auk	Sauwe+augu
Madis	Madis
see	see
Marta	Martta
ja	ja
nemad	nende
isa	isa
olema	oli
panema	pann
siis	siis
kulin	kulinäd
kael	`kaela
siis	siiss
Saue+auk	Sauwe+augu
Elli	El'li
noh	noh
see	see
Marta	Martta
ja	ja
nemad	nende
õe+mees	õe+mes
olema	oli
minema	läks
see	seda
Vasalemma	Vasalema
jaam	`jaama
viima	`viimä
ja	ja
võtma	vött
need	need
kulin	kulinäd
küll	küll
kael	kaelast
enne	ennem
ära	ära
panema	pann
siis	siis
istumine	`istumise
alla	`alla
sinna	`sinna
need	need
kuid	kuid
enne	ennem
kui	kui
tema	ta
Saue+augu	Sauwe+augul
saama	said
ja	ja
vana	vana
või	vöi
siis	siis
Marta	Martta
ja	ja
nemad	nende
isa	isa
saama	saand
kätte	`kättä
ja	ja
taguma	tagun
need	need
kulin	kulinäd
kõik	köik
katki	`kat'ki
mina	ma
ei	i
teadma	tia
kas	kas
kaks	kaks
kolm	kolm
kell	`kella
olema	onn
nii+sugune	nisust
suur	suured
kell	kellad
olema	olid
all	all
ja	ja
nii+sugune	niisust
ümmargune	ümmargused
olema	olid
siis	siis
ümber+ringi	`ümme+`ringi
kell	kellad
olema	olid
kael	`kaelas
hobune	oostel
hobune	obusel
kui	ku
püha	pühade
aeg	aeg
ehk	ehk
pulm	pulmad
olema	olid
ja	ja
siis	siis
hobune	obustel
olema	olid
kulin	kulinäd
kael	`kaelas
tema	ta
süa	süa
et	ett
hobune	obune
hirmuma	irmub
siis	siiss
kell	kellad
kael	`kaeläs
et	ett
olema	onn
tema	tema
hobune	obusega
sõitma	söidettud
ja	ja
kell	kellad
olema	on
hobune	obusel
kael	`kaela
panema	`pandud
käima	käis
jaam	`jaama
viima	`viimäs
need	need
kulin	kulinäd
mina	ma
ei	i
teadma	tia
noh	nohh
et	ett
kartma	kardab
et	ett
kui	kui
kõlisema	kölisevad
tema	tall
kael	`kaeles
selle+pärast	selle+bärast
tema	taa
olema	oli
leidma	leind
ära	ära
nemad	naad
võtma	`vetsid
küll	küll
enne	ennem
kael	kaelast
kui	ku
nemad	nad
Saue+augu	Sauwe+augul
saama	said
võtma	vött
kael	kaelast
ära	ära
aga	aga
e	e
kinkima	`kinkkis
suur	sured
uhke	`uhked
kulin	kulinäd
olema	olid
mina	minu
mees	mihel
aga	aga
need	nied
rihm	rihmad
olema	on
praegu	`praegust
vist	vist
seal	sial
Kopli+tagune	`Kople+dagusel
ait	`aittas
alles	alles
noh	nohh
mina	mina
oskama	`oska
esiteks	esittiks
panema	pannakse
rangid	rangid
kael	`kaela
ja	ja
siis	siiss
panema	pannakse
look	luok
peale	`piale
ja	ja
noh	nohh
rinnus	rinnuse
rihm	rihm
olema	on
see	sellest
tõmbama	tölmattakse
siis	siiss
kinni	`kinni
ja	ja
room	roomadest
panema	pannakse
siis	siiss
nii+sugune	nesust
suur	sured
room	roomad
olema	olid
seal	sial
ja	ja
need	nied
panema	`pan'di
siit	siit
üle	üle
look	luok
panema	`pan'di
peale	`piale
siis	siis
rinnus	rinnuse
rihm	rihmast
tõmbama	tölmatti
siis	siis
pingule	pingali
et	et
tema	ta
kõik	keik
kõvasti	kövasti
kinni	`kinni
olema	on
ja	ja
siis	siiss
sedelgas	sedelgäs
ja	ja
rangid	rangid
ja	ja
ja	jaa
ja	jaa
ja	ja
siis	siiss
look	luok
ja	ja
ohi	ohjad
ja	ja
noo	noo
need	need
panema	`pan'di
need	nee
kõhu+alune	köhu+alust
rihm	rihmad
et	ett
kui	kui
lõhkuma	löhub
siis	siis
pidama	piab
kinni	`kinni
et	ett
ei	ei
hakkama	`akka
hobune	obune
lõhkuma	`löhkum
selle+pärast	selle+bärast
panema	`pan'di
see	se
kõhu+alune	köhu+alus
rihm	rihm
ka	kaa
ja	ja
sedelgas	sedelga
rihm	rihm
olema	oli
siis	siis
see	see
tõstma	töstab
see	selle
üles	ülese
nii	nii
kõrgele	`körgesse
kui	kui
sina	sa
tahtma	tahad
panema	`pannä
ja	ja
siis	siis
valjad	val'lastel
olema	olid
need	need
panema	`pan'di
siis	siiss
pea	pia
look	looga
külge	`külgi
look	loogal
olema	oli
suur	suur
rõngas	röngas
peal	pial
panema	`pan'di
sinna	`sinna
üles	ülesse
kinni	`kinni
noh	noh
eks	eks
sina	sull
teie	teil
oma	omal
olema	ole
ju	ju
ka	kaa
need	need
look	loogad
ja	ja
e	e
seal	sial
Mati	Mat'til
kõik	köik
nägema	nääd
küll	küll
mis+moodi	miss+`moodi
need	need
olema	onn
ega	ega
see	see
olema	pöle
teie	teil
nägema	nägemattä
nojah	nojahh
teadma	`tiatte
kõik	keik
need	need
hobune	obuse
riist	riistad
ära	ära
seal	sial
teie	teil
praegu	`praegu
veel	veel
seal	sial
hobune	obused
ais	aesa
ots	ots
siis	siiss
panema	`pan'di
need	nied
room	roomad
panema	`pan'di
sealt	sialt
üle	üle
need	need
e	e
e	e
rang	rangi
room	roomad
e	e
rang	rangidel
olema	oli
kaks	kaks
suur	suurt
rihm	`rihmad
sees	sies
ju	ju
siis	siis
panema	pannakse
look	luok
peale	`piale
ja	ja
siis	siiss
teine	teise
äär	äärest
ka	kaa
üle	üle
ja	ja
siis	siis
rinnus	rinnust
rinnus	rinnusega
tõmbama	tömmatti
kinni	`kinni
et	et
taa	ta
pingule	pingali
hobune	obusel
ju	ju
kael	`kaeles
olema	on
vaatama	vatta
kui	ku
Mati	Mat'ti
hakkama	`akkab
panema	panem
siis	siiss
minema	mine
vaatama	`vaatta
siis	siis
sina	sa
nägema	nääd
kõik	keik
ära	ära
see	selle
see	selle
kuidas	kudas
see	see
käima	käib
eks	eks
Mati	Mat'ti
ja	ja
isa	isa
panema	paneb
ju	ju
ka	kaa
hobune	obust
alati	alatti
rake	`rakke
noh	nohh
ais	aesa
otsas	`otses
olema	oli
et	ett
üle	üle
ei	ei
minema	lähä
muidu	muidu
ehk	ehk
liiga	`liige
libe	libe
panema	`pan'di
miski	`miskid
nii+sugune	nihust
naha+tükk	naha+tükkid
ehk	ehk
nii+sugune	nisukst
sinna	`sinna
ette	`ette
vanker	`vankrel
olema	on
ais	aesad
ees	ies
ja	ja
ja	ja
see	se
vanker	`vankre
seal	sial
olema	onn
ju	ju
vanker	`vankre
ais	aesa
ais	aesade
vahele	vahele
panema	pannaks
see	see
hobune	obune
kinni	kinn
ega	ega
muidu	muidu
saama	saa
see	sedä
kui	ku
ais	aesad
e	e
ei	ei
olema	ole
mis	milleg
sina	sa
sinna	`sinnä
ette	`ette
panema	paned
mina	mina
mina	mina
ei	ei
teadma	tia
mis	miss
konks	`konksu
see	sell
ais	aesal
sile	siledad
ais	aesad
olema	on
olema	old
vanker	`vankrel
noh	nohh
seal	sial
taga	taga
olema	on
suur	suur
raud	rauwad
raud	rauwad
ja	ja
seal	sial
olema	on
need	nee
need	need
mis	miss
vanker	`vankre
küljes	`kül'gis
olema	on
kui	kui
need	need
ais	aesad
sinna	`sinnä
vanker	`vankre
külge	`kül'gi
panema	paned
seal	sial
olema	on
suur	suur
suur	sured
jah	jahh
suur	sured
konks	konksud
küll	küll
seal	sial
taga	taga
vanker	`vankre
küljes	`kül'gis
ega	ega
ees	ies
ots	`otses
olema	pöle
miski	midagi
ega	ega
tema	ta
muidu	muidu
seisma	seisa
ju	ju
vanker	`vankre
ees	ies
kui	ku
ais	aes
eest	iest
ära	ära
tulema	tuleb
siis	siiss
Mati	Mat'ti
Mati	Mat'tist
saama	saatte
kõige	keige
rohkem	`rohkem
see	selle
vanker	`vankrest
vanker	`vankrest
teadma	`tiadä
Mati	Mattist
ja	ja
isa	isa
ja	ja
elu+aeg	elu+aeg
nägema	nääd
olema	onn
seal	sial
tall	tal'li
peal	pial
olema	old
noh	nohh
siis	siis
et	ett
hobune	obune
ei	ei
lõhkuma	löu
e	e
raud	rauwadest
tõmbama	tömmakse
need	nied
panema	pannakse
mis	miss
vaikne	`vaikne
hobune	obune
kes	kiss
ei	ei
olema	ole
nii	nii
tormakas	tormakkas
aga	äga
siis	siiss
kui	ku
kui	kui
sina	sa
raud	rauwadest
tõmbama	`tömmad
tema	ta
suu	suu
jääma	jääb
õrn	örnaks
siis	siiss
see	`sellest
siis	siis
tõmbama	tömmattäkse
ja	ja
nägema	nää
hobune	obune
ikka	`ikka
tark	tark
ka	kaa
e	e
nägema	nää
kui	ku
minema	lähäb
maan+tee	`maande
pealt	pialt
mööda	`müöda
tõmbama	`tömmad
siit+poolt	siit+puolt
kus+pool	kuss+puol
tema	ta
pidama	piab
minema	minema
ja	jaa
ja	ja
kui	ku
teine	teine
vastu	`vastu
tulema	tuleb
ja	ja
siis	siis
tema	ta
minema	läks
sinna	`sinna
äärde	`ääre
kus	kus
sina	sa
tahtma	`tahtsid
tema	taga
minema	`minnä
ja	ja
kui	ku
keerama	`kierad
ja	ja
ära	ära
ja	ja
ja	ja
eks	eks
need	need
tulema	tulid
ju	ju
õpetama	öppettada
kes	kiss
need	neid
noor	`noori
hobune	obusid
enam	enam
nüüd	nüid
õpetama	öppettäb
varss	varssad
e	e
varss	varssad
olema	olid
väike	`väiksed
hobune	obuse
varss	varssad
juba	juba
hakkama	akkatti
noor	noorest
peast	piast
need	neid
hobune	obuseid
õpetama	öppettam
nüüd	nüid
olema	pöle
enam	enam
hobune	obuse
õpetaja	öppettajad
ega	ega
nojah	nuujahh
ega	ega
naiste+rahvas	naeste+`rahvad
olema	pöle
need	neid
õpetama	öppetten
need	need
olema	olid
tugev	tugeva
käsi	kättega
ja	ja
mõni	möni
olema	on
hea	ia
hobune	obune
ja	ja
nii+sugune	nihuk
tasane	tasane
aga	aga
teine	teine
va	va
tormakas	tormakkäs
ja	ja
hull	ull
noh	nohh
eks	eks
ikka	`ikka
rohkem	`rohkam
regi	rie
ette	`ette
seal	sial
olema	on
ikka	ikka
madalam	madalam
vanker	`vankrega
esiteks	esittiks
kui	kui
nemad	nad
õpetama	öppettavad
ikka	`ikka
rohkem	`rohkem
talvel	`talve
õpetama	öppettädi
need	neid
hobune	obusid
noor	`noori
hobune	obusid
no	no
ega	ega
üksi	üks
esiteks	esittiks
hakkama	`akkama
saama	saa
esiteks	esittiks
teine	teine
hoidma	oijab
suu	suu
kõrvast	körvast
kinni	`kõnni
kui	ku
hakkama	`akkab
minema	minema
ja	ja
eks	eks
mina	ma
nägema	nägin
ka	kaa
kui	ku
need	neid
õpetama	öppettädi
enne	ennem
olema	olid
ju	ju
härg	ärjad
härg	ärjadel
käima	`käidi
ees	ies
ja	ja
härg	ärjadel
olema	oli
ikke	ikke
pea	pias
kaks	kaks
tükk	`tükki
ikke	ikke
olema	oli
siin	siin
vahel	vahel
ja	ja
üks	üks
käima	käis
siis	siis
härg	ärjade
ees	ies
kui	kui
vagu	vagu
kündma	`kün'tti
mina	maa
teadma	tian
küll	küll
kui	ku
mina	minu
ema	ema
ja	ja
isa	isal
olema	olid
härg	ärjad
ega	ega
ega	ega
ega	ega
härg	ärjad
ikke	`ikke
alati	alatti
üks	üks
pidama	pidi
ees	ies
käima	käim
ja	ja
siis	siis
olema	oli
suur	suur
sahk	sahk
olema	oli
seal	sial
järel	järel
nemad	neil
ja	jaa
üks	üks
pidama	pidi
käimä	`käimä
ees	ies
noo	noo
mõni	möne
hobune	obusel
ka	kaa
va	va
ega	ega
tema	ta
ei	ei
oskama	`oska
ju	ju
vagu+ki	`vaolgi
käima	`käija
nagu	nagu
nüüd	nüid
hakkama	akkattakse
need	neid
kartuli+vagu	kardul+vagust
ajama	aeama
mina	ma
käima	käin
mina	maa
vaatama	`vaatsin
siin	siin
Uustla	`Uustlas
olema	onn
praegu	`präägust
hobune	obune
aga	aga
ikka	`ikka
alati	alatti
see	sie
suur	sur
Raul	Rauli
naine	naene
käima	käib
hobune	obusel
suu	suu
kõrvas	`körvas
vaatama	vatta
minema	lähäb
välja	`väl'lä
ei	ei
ajama	aea
korralik	korralikku
vagu	vagu
sisse	`sisse
sirgelt	`sirgelt
nojah	nojahh
et	ett
minema	lähäb
tema	ta
minema	minema
sealt	sialt
pealt	pialt
ja	ja
mina	mull
õde	öde
olema	oli
ka	kaa
ikka	`ikka
käima	käis
ikka	`ikka
e	e
seal	sial
hobune	obuse
suu	suu
kõrvas	`körvass
mees	mies
olema	oli
siis	siiss
sahk	saha
peal	pial
ja	ja
no	no
eks	eks
need	ned
ja	ja
hakkama	`akkavad
lõhkuma	`löhkuma
ja	ja
hakkama	`akkab
püsti	püsti
ei	ei
ei	tei
minema	lähä
kohe	kohe
edasi	edasi
eks	eks
ega	ega
kõik	keigist
ei	ei
saama	saa
jah	jahh
kes	kiss
kes	kiss
hakkama	`akkab
tõrkuma	`törkkuma
ega	ega
see	selle
hobune	obusest
palju	pal'lu
hea	iad
saama	saa
hobune	obune
lõhkuma	löhub
ju	ju
ka	kaa
siin	siin
Jaan	Jaani
Eduard	Eeduardi
isa	isa
lõhkuma	`löhkus
ära	ära
kus	kuss
koht	kohas
seal	sial
Tolberg	`Tolbärgi
kään	käänu
peal	pial
ja	ja
nägema	nää
elu+aeg	elu+aeg
tema	ta
olema	oli
kuus	kuus
seitse	seitse
aasta	`aastad
olema	oli
voodi	`vuodi
mis	miss
see	see
hobune	obune
ära	ära
lõhkuma	`löhkus
no	no
eks	eks
tema	ta
ikka	`ikka
kohkuma	`kohkus
mina	mina
ei	ei
teadma	tia
kas	kas
tema	ta
olema	oli
kohkuma	`kohkund
seal	sial
kirik	kirikku
mägi	mää
all	all
vat	vatt
sealt	sialt
üks	üks
soon	suon
e	e
käima	käib
ja	ja
see	sie
jah	jahh
kas	kas
tema	ta
seal	sial
siis	siis
olema	oli
kohkuma	kohkun
aga	äga
mina	maa
teadma	tian
seal	sial
Madise	Madisel
tema	ta
olema	oli
saama	saand
see	selle
hoop	uobi
oma	omale
noor	noor
hobune	obune
olema	oli
olema	oln
siis	siis
auto	`auttusid
olema	pöln
nüüd	nüid
olema	on
auto	`auttud
palju	`pal'lu
nüüd	nüid
hobune	obuseid
enam	änam
olema	onn
nägema	nää
kusagil	kusagil
enam	ääm
hobune	obust
olema	pöle
muu	muud
kui	ku
auto+voor	`auttu+voorid
olema	on
iga	igas
koht	kohas
nüüd	nüit
olema	pöle
enam	änam
hobune	obuseid
nägema	näha
eks	eks
kui	kui
seal	sial
teie	teije
tall	`tal'lis
olema	on
kaks	kaks
tükk	`tükki
veel	viel
üks	üks
olema	on
vist	vist
siin	siin
Ämari	Ämmari
laut	`lauttes
keegi	kelleg
laut	laudast
e	e
sõnnik	sönikkud
välja	`väl'la
vedama	`viattakse
ja	ja
ei	ei
mina	mina
see	seda
noh	nohh
siis	siiss
kui	kui
tema	ta
saama	saab
kas	kass
kunts	kun'tsist
ehk	ehk
e	e
praegu	`präägust
härja+pea	ärja+bede
peal	pial
olema	on
ei	ei
tohtima	tohi
minema	lähvad
lõhki	`löhki
no	no
Kubja	Kubja
pere	peres
olema	olid
andma	`an'tsid
kartul	kardulid
liiga	`liiga
palju	`pal'lu
ja	ja
lööma	löid
lehm	lehmad
lõhki	`löhki
lööma	`lüöödi
raud	rauwad
sisse	`sissi
ja	ja
e	e
mis	mis
tema	ta
päästma	`päästis
hakkama	`akkes
pärast	pärast
sealt	sialt
haav	aavadest
mädanema	mädanema
ka	kaa
mis	mis
see	see
loom	luom
enam	änam
olema	onn
pärast	pärast
tapma	tappetti
mina	ma
teadma	tian
üks	üks
must	must
suur	suur
hea	ia
lehm	lehm
olema	oli
Kubja	Kubja
pere	peres
siin	siin
Pelman	`Pelmanide
juures	juurs
tapma	tappetti
ära	ära
ja	ja
viima	`viidi
ära	ära
hakkama	`akkes
mädanema	mädanema
lööma	`lüödi
ju	ju
suur	suur
raud	raud
sisse	`sisse
et	ett
laskma	`las'ti
magu	maost
see	se
õhk	öhk
välja	`väl'lä
e	e
ei	ei
tohtima	tohi
palju	`pal'lu
toores	`toorid
kartul	karduld
ju	ju
andma	`andä
loom	`luomil
ega	ega
tema	ta
ei	ei
kannatama	kannata
ju	ju
kõik	`keikki
ja	ja
kunst	kun'side
peal	pial
siin	siin
kolhoos	koloosi
aeg	aeg
olema	oli
mina	ma
ei	ei
teadma	tia
mitu	mittu
lehm	`lehma
minema	läksid
siin	siin
meie	meije
laut	lauda
lehm	`lehmasi
minema	läksid
lõhki	`löhki
härja+pea	ärja+be
peal	pial
kui	kui
olema	on
kunstima	kun'sittud
härja+pea	ärja+be
ja	ja
märg	märg
olema	on
märg	märjaga
ei	ei
tohtima	tohi
laskma	`lastä
pea	piat
otse	ose
järjest	järest
andma	anm
et	ett
et	et
nemad	nad
ei	ei
sööma	süö
liiga	`liigä
siis	siis
ajama	aeavad
täis	täis
eks	eks
see	selle
kunst	kun'sist
olema	ole
palju	`pal'lu
need	neid
loom	`loomi
otsa	`otse
saama	saan
nojah	nojahh
miks	miks
ei	ei
jääma	jää
mina	minu
ema	emal
surema	suri
ära	ära
Kopli+tagune	`Kople+dagusel
lehm	lehm
matma	`maetti
maha	maha
aga	aga
nüüd	nüid
need	neid
juba	juba
süstima	süstittäkse
ega	ega
eks	eks
need	neid
saama	saab
siiski	`siiski
ka	kaa
otsa	`otsä
need	need
punane	punasess
mh	mh
kobru+leht	kobru+lihe
juur	juure
vesi	vett
mina	maa
teadma	tian
mina	minu
ema	ema
keetma	`kiettis
aga	aga
tema	taa
andma	`an'dis
ka	kaa
küll	küll
aga	aga
surema	suri
ikka	`ikka
ära	ära
ega	ega
enne	ennem
nüüd	nüid
süstima	süstivad
rohkem	`rohkem
need	neid
loom	`luoomasi
juba	juba
kui	kui
tema	da
punane	punasesse
jääma	jääb
hakkama	akkab
e	e
veri	verd
kusema	kusema
no	no
eks	eks
loom	loomadega
olema	ole
tegemine	tegemest
loom	loomadega
olema	on
nii	nii
palju	`pal'lu
tegemine	tegemist
kui	kui
tema	ta
terve	`terve
veel	veel
olema	onn
ja	ja
edasi	edasi
minema	lähäb
ja	ja
see	sie
võima	veib
ka	ka
loom	`luomi
pidama	pedadä
e	e
kes	kiss
saama	saab
e	e
köietama	köijettada
et	ett
ei	ei
olema	ole
mure	muret
et	et
tema	taa
tiss	tissid
puruks	puruks
tõmbama	`tömmab
olema	onn
tema	ta
kõht	köht
tühi	tühi
ehk	ehk
aga	aga
vaatama	vatta
kus	kuss
traat	traadide
sees	sies
olema	on
meie	meil
Tõnu	Tönul
see	selle
see	se
noor	nuor
lehm	lehm
ka	ka
nüüd	nüid
teine	teist
kord	kord
tulema	tuli
lüpsma	`lüpsmä
see	sie
olema	on
nüüd	nüid
mitu	mittu
kord	`kordä
tiss	tissid
puruks	puruks
tõmbama	tömman
ja	ja
tema	taa
ütlema	ütleb
aga	äga
täna	täna
hommik+ki	omikkugi
ütlema	`ütles
pidama	pian
kombinaat	kombinaatti
viima	`viimä
ega	ega
see	se
loom	`looma
pidamine	pidamest
enam	änam
ei	ei
tulema	tule
nu	nu
vot	vott
ja	ja
ja	ja
nüüd	nüid
mina	maa
lüpsma	lüpsan
siis	siiss
sedasi	seas
sõrm	sörme
ots	otsaga
tõmbama	`tömmän
ots	otsa
pealt	pialt
üks	üks
nii	nii
palju	`pal'lu
olema	onn
terve	`terve
kõik	keik
olema	on
nagu	nagu
suur	suur
kivi+pank	kivi+pank
kõva	köva
kõik	keik
no	no
minema	mine
lüpsma	lüpsa
see	seda
lehm	`lehmä
tema	ta
ise	ise
enam	enam
enne	ennem
tema	temal
tugev	tugevad
käsi	kääd
lüpsma	`lüpsis
kange	`kanged
suur	suured
jäme	jämedad
tiss	tissid
tema	ta
pressima	`pressis
sedasi	sedas
võtma	`vöttis
pihk	`piusse
ja	ja
pressima	`pressis
ise	ise
lüpsma	`lüpsis
see	seda
lehm	`lehma
nüüd	nüid
ei	ei
saama	saa
ligi	ligi
minema	minn
üks	üks
õhtul	`öhtu
minema	läks
kui	ku
meie	me
matus	mattuselt
tulema	tulim
minema	lähäb
alla	`alla
istuma	istub
sinna	`sinna
lehm	lehma
alla	`alla
mina	maa
ütlema	`ütsin
see	see
lööma	lööb
sina	su
silm	silmad
puruks	puruks
saatma	`saatsin
tema	ta
sealt	sialt
alt	alt
minema	minem
et	et
mina	ma
katsuma	katsun
ise	ise
tõmbama	tömmatta
need	need
tilk	tilgad
